X,Y
0.887241,0.814855
0.542226,0.063132
0.337353,0.275006
0.272689,0.521047
0.502273,0.562461
0.157115,0.193154
0.886377,0.710090
0.550406,0.446028
0.304697,0.905612
0.794004,0.406262
0.566407,0.894391
0.571455,0.492306
0.067238,0.500189
0.879224,0.344708
0.870420,0.408100
0.694827,0.894972
0.525370,0.131927
0.981897,0.101404
0.253588,0.646380
0.810103,0.505865
0.774274,0.333411
0.423761,0.063503
0.244448,0.436319
0.500682,0.209338
0.965062,0.456820
0.715702,0.193279
0.357593,0.556979
0.584657,0.936005
0.236256,0.264472
0.238424,0.641097
0.940968,0.092773
0.968922,0.371146
0.883196,0.822295
0.466329,0.505176
0.987520,0.150691
0.042899,0.631699
0.603950,0.441452
0.450547,0.687482
0.901187,0.930416
0.666203,0.915115
0.910436,0.437907
0.780620,0.768497
0.478034,0.722157
0.763956,0.473613
0.895838,0.536814
0.376115,0.160530
0.355642,0.364891
0.788709,0.689057
0.683225,0.227236
0.215584,0.505156
0.374276,0.858299
0.821701,0.190456
0.811510,0.579181
0.779868,0.221483
0.798128,0.840745
0.245889,0.316625
0.116754,0.125673
0.163512,0.305590
0.498492,0.973337
0.704559,0.472566
0.698310,0.549239
0.282143,0.099818
0.744716,0.117175
0.563632,0.602894
0.291364,0.686075
0.059365,0.001532
0.382421,0.400582
0.346210,0.400857
0.708909,0.691040
0.529830,0.288742
0.130054,0.742781
0.744306,0.238729
0.418033,0.690360
0.335355,0.411914
0.635797,0.430462
0.226668,0.673436
0.615284,0.213494
0.212484,0.880709
0.028295,0.934802
0.195505,0.584247
0.474787,0.529842
0.322113,0.790609
0.319574,0.637442
0.210175,0.662902
0.074173,0.522857
0.433164,0.376534
0.690077,0.063796
0.829326,0.718262
0.464584,0.111713
0.385649,0.312835
0.501744,0.214505
0.932823,0.566879
0.248751,0.752647
0.247374,0.783218
0.714446,0.676189
0.348136,0.151889
0.800894,0.157171
0.776303,0.469161
0.091209,0.114912
0.410604,0.707224
0.330380,0.179906
0.649209,0.548694
0.801630,0.722314
0.596083,0.371746
0.553534,0.871136
0.854900,0.065085
0.267977,0.744592
0.815409,0.257717
0.911975,0.707727
0.791102,0.318338
0.973687,0.431659
0.923383,0.580088
0.596108,0.646852
0.794526,0.856117
0.284196,0.536102
0.144094,0.417984
0.338853,0.243909
0.495585,0.845874
0.291177,0.921448
0.747470,0.222014
0.348708,0.875410
0.833054,0.417117
0.574228,0.344994
0.323246,0.798347
0.852317,0.625098
0.707548,0.549142
0.147397,0.803753
0.261083,0.774761
0.145186,0.251739
0.083152,0.395039
0.012198,0.039827
0.984544,0.764860
0.313401,0.687820
0.410823,0.244758
0.215250,0.246776
0.235279,0.614025
0.408784,0.197289
0.801050,0.057249
0.534183,0.780462
0.431643,0.231314
0.316906,0.502431
0.465132,0.818977
0.326216,0.260733
0.862150,0.833367
0.564058,0.398159
0.005635,0.884097
0.337731,0.607694
0.234388,0.031098
0.130475,0.233049
0.723848,0.640808
0.511921,0.151015
0.760235,0.625223
0.621664,0.714142
0.841021,0.584058
0.823458,0.875111
0.586179,0.934980
0.833878,0.886071
0.975502,0.601108
0.067073,0.077080
0.117002,0.727358
0.269000,0.979907
0.335159,0.337013
0.655558,0.814820
0.168748,0.514004
0.859559,0.811898
0.076687,0.594229
0.458525,0.613498
0.506509,0.886685
0.402666,0.655535
0.532613,0.499839
0.600624,0.891032
0.931610,0.832203
0.591255,0.820007
0.657161,0.837940
0.324613,0.737247
0.878694,0.502572
0.181755,0.975611
0.366824,0.805419
0.747653,0.331462
0.478009,0.220143
0.206729,0.591453
0.601731,0.724005
0.704899,0.478442
0.923067,0.090936
0.990460,0.304859
0.854136,0.675237
0.435889,0.039613
0.511976,0.845022
0.233767,0.613378
0.468736,0.618515
0.633607,0.136496
0.507065,0.943121
0.750397,0.029835
0.866448,0.520217
0.078679,0.667405
0.395150,0.886245
0.565956,0.868636
0.836653,0.108278
0.554736,0.767125
0.817096,0.113453
0.317472,0.701360
0.388186,0.141573
0.508042,0.975669
0.220277,0.643393
0.260630,0.752031
0.783427,0.393571
0.018373,0.903624
0.878535,0.176076
0.745180,0.569839
0.209283,0.803750
0.574592,0.709435
0.722551,0.813588
0.114745,0.672372
0.479995,0.164012
0.819392,0.876809
0.990652,0.436379
0.058787,0.546166
0.324603,0.682522
0.495853,0.110919
0.996709,0.148299
0.963893,0.393999
0.579795,0.026569
0.046232,0.152020
0.358526,0.363903
0.374142,0.374243
0.194316,0.626699
0.190516,0.107529
0.709088,0.308030
0.639498,0.711483
0.687891,0.781398
0.801588,0.315760
0.357582,0.245643
0.450354,0.507582
0.715133,0.976112
0.507326,0.649571
0.379723,0.407420
0.120129,0.597581
0.254153,0.490787
0.687274,0.389068
0.822606,0.349105
0.731721,0.402933
0.068417,0.543917
0.034252,0.422461
0.623315,0.294828
0.564570,0.496383
0.779571,0.844630
0.182994,0.595940
0.361106,0.367267
0.207559,0.518039
0.375131,0.246634
0.196986,0.349149
0.363357,0.218518
0.310321,0.910444
0.689414,0.373438
0.385074,0.467126
0.548756,0.140761
0.622943,0.508489
0.601387,0.385017
0.290076,0.081256
0.815773,0.838078
0.661806,0.293564
0.457305,0.679399
0.338012,0.552632
0.837916,0.515935
0.513081,0.214272
0.357095,0.534585
0.724788,0.344524
0.962664,0.921745
0.712808,0.097936
0.412079,0.883406
0.299231,0.158884
0.512880,0.892467
0.031789,0.443590
0.235692,0.552887
0.287744,0.284937
0.042941,0.614182
0.259680,0.298416
0.956272,0.095187
0.944501,0.197949
0.714051,0.637524
0.111462,0.310794
0.831605,0.895034
0.778252,0.099968
0.624822,0.101337
0.883627,0.559310
0.331198,0.513246
0.932457,0.478520
0.061106,0.320867
0.350202,0.530979
0.667146,0.056891
0.370892,0.205385
0.852640,0.365755
0.702233,0.565319
0.864237,0.501799
0.310794,0.578084
0.612989,0.958317
0.157624,0.309690
0.283089,0.118864
0.365741,0.926491
0.231937,0.299936
0.812164,0.887022
0.800756,0.100143
0.246741,0.637398
0.065705,0.329529
0.562224,0.216466
0.188101,0.294878
0.426412,0.875613
0.940441,0.807551
0.819186,0.642136
0.399638,0.448247
0.222864,0.758439
0.204659,0.358724
0.394111,0.159038
0.840141,0.389891
0.284530,0.408118
0.350752,0.170427
0.160679,0.716356
0.788700,0.374988
0.785661,0.006004
0.706460,0.697658
0.985232,0.026794
0.627172,0.235858
0.900650,0.599727
0.042239,0.156653
0.887785,0.306659
0.163881,0.554002
0.842948,0.649749
0.505102,0.377157
0.942290,0.469932
0.961017,0.422769
0.554056,0.887904
0.910977,0.421325
0.988369,0.824243
0.714530,0.551784
0.528376,0.095272
0.097190,0.845751
0.907628,0.898852
0.311681,0.437090
0.666143,0.495738
0.449605,0.654661
0.894239,0.445069
0.446637,0.776957
0.089355,0.765402
0.243892,0.425508
0.625241,0.376568
0.880079,0.469437
0.895673,0.967869
0.523220,0.501790
0.876828,0.602301
0.498020,0.087268
0.052710,0.890113
0.429758,0.827318
0.535154,0.799782
0.972690,0.710580
0.133362,0.695997
0.925269,0.703121
0.988695,0.733598
0.905312,0.884557
0.168525,0.422379
0.496700,0.301625
0.665492,0.806396
0.976846,0.051838
0.466022,0.612982
0.548522,0.087807
0.928593,0.656419
0.414907,0.092612
0.334998,0.812167
0.703872,0.491790
0.848408,0.727765
0.873028,0.266354
0.159942,0.213380
0.998443,0.392626
0.026680,0.093485
0.592935,0.035923
0.815683,0.078937
0.816311,0.397888
0.632031,0.182199
0.322867,0.404868
0.789719,0.605808
0.927148,0.798359
0.616196,0.651658
0.852294,0.764552
0.911196,0.109040
0.111595,0.128770
0.263738,0.674431
0.054133,0.777182
0.118498,0.583110
0.701513,0.662836
0.467508,0.327227
0.267061,0.626832
0.288304,0.860264
0.332446,0.278454
0.776082,0.949721
0.482001,0.307772
0.091669,0.318051
0.246973,0.504553
0.188990,0.348485
0.748390,0.705758
0.781571,0.142648
0.696846,0.746937
0.859184,0.741395
0.588420,0.965384
0.976543,0.655397
0.161453,0.149336
0.082764,0.403061
0.129858,0.313326
0.461642,0.655888
0.773070,0.763247
0.921263,0.790109
0.864558,0.390730
0.102786,0.155994
0.564378,0.443839
0.366526,0.692598
0.298384,0.196995
0.546214,0.076551
0.739660,0.132812
0.077867,0.571708
0.470143,0.089811
0.137525,0.793651
0.088868,0.728103
0.226117,0.169385
0.931386,0.492929
0.573756,0.299723
0.199688,0.495782
0.205395,0.615154
0.074123,0.087638
0.863051,0.367333
0.765756,0.572550
0.623361,0.313176
0.804888,0.443002
0.152846,0.297684
0.065320,0.462853
0.812059,0.395815
0.664017,0.287915
0.400958,0.825010
0.182477,0.927582
0.612564,0.115558
0.644762,0.854936
0.304184,0.097807
0.094768,0.354354
0.262848,0.964431
0.071233,0.592533
0.810756,0.245936
0.359774,0.100663
0.132239,0.968152
0.169215,0.753796
0.100353,0.875270
0.146938,0.529843
0.517352,0.915161
0.292217,0.733389
0.240001,0.170816
0.493731,0.206597
0.706766,0.541335
0.076409,0.816786
0.059819,0.448225
0.067266,0.234523
0.383410,0.542490
0.119832,0.453375
0.770099,0.606806
0.368277,0.265626
0.738991,0.641698
0.968888,0.494169
0.479442,0.527559
0.763981,0.654551
0.255481,0.526740
0.931260,0.379241
0.746056,0.201398
0.500704,0.598940
0.851327,0.566816
0.408076,0.170735
0.105283,0.290883
0.663759,0.311732
0.233137,0.351726
0.270342,0.908232
0.745878,0.738338
0.180711,0.186125
0.124814,0.753298
0.993801,0.184746
0.859722,0.580155
0.264524,0.514737
0.322667,0.776473
0.186725,0.876541
0.667567,0.543482
0.664189,0.543335
0.695491,0.646217
0.276571,0.192913
0.847402,0.088978
0.943173,0.767827
0.070699,0.651676
0.721695,0.458016
0.168680,0.471110
0.877862,0.820672
0.449194,0.738212
0.713418,0.704547
0.444335,0.707789
0.538775,0.407309
0.388683,0.654493
0.536896,0.813370
0.526783,0.648653
0.702091,0.865735
0.745570,0.971013
0.849477,0.851753
0.978604,0.652261
0.316913,0.507437
0.564515,0.660316
0.467677,0.153439
0.289883,0.524597
0.887524,0.417863
0.780313,0.832965
0.058931,0.647299
0.666042,0.674894
0.939152,0.242533
0.075625,0.870197
0.447548,0.705485
0.515672,0.666179
0.739960,0.243155
0.954199,0.717666
0.816643,0.247387
0.173527,0.168751
0.782446,0.923473
0.875641,0.785459
0.749508,0.503005
0.654154,0.125624
0.320829,0.410399
0.780286,0.126699
0.448996,0.254933
0.775879,0.376561
0.403832,0.744471
0.144899,0.604081
0.514592,0.409220
0.505090,0.824423
0.607198,0.816909
0.665500,0.571430
0.384978,0.436238
0.163710,0.285069
0.161354,0.916500
0.783334,0.776096
0.131407,0.134396
0.913757,0.946885
0.663488,0.146325
0.822478,0.191728
0.923103,0.808158
0.934218,0.211215
0.236390,0.214585
0.509374,0.967097
0.509439,0.787902
0.961680,0.287365
0.888465,0.439210
0.673750,0.630730
0.188035,0.579200
0.153803,0.363657
0.067577,0.409620
0.516523,0.378216
0.946825,0.026233
0.019186,0.610537
0.417980,0.898715
0.543356,0.049377
0.591298,0.901787
0.079530,0.619197
0.226982,0.619005
0.677579,0.939604
0.804704,0.342388
0.692185,0.841785
0.267014,0.575458
0.674942,0.768277
0.369887,0.362953
0.032109,0.117501
0.640498,0.923801
0.681163,0.554599
0.645871,0.208054
0.728152,0.493343
0.788872,0.735556
0.909748,0.490741
0.726212,0.611787
0.732915,0.739401
0.845672,0.988782
0.138720,0.785247
0.812915,0.748224
0.149140,0.285386
0.001684,0.807970
0.954528,0.151970
0.735296,0.447643
0.546868,0.401896
0.797276,0.300278
0.587891,0.652216
0.780489,0.112870
0.144726,0.799395
0.355639,0.976046
0.623732,0.973726
0.556755,0.117726
0.959084,0.938389
0.915077,0.220099
0.931591,0.149012
0.893776,0.137885
0.206285,0.098478
0.845991,0.260964
0.438855,0.311239
0.322340,0.286347
0.882061,0.441934
0.139629,0.236621
0.897260,0.642211
0.720000,0.494049
0.969584,0.194869
0.785455,0.874795
0.691995,0.616955
0.229877,0.205723
0.251277,0.519367
0.843662,0.346191
0.785359,0.103851
0.799330,0.890922
0.274865,0.091747
0.022909,0.508338
0.371020,0.352918
0.875192,0.505086
0.863912,0.160629
0.818430,0.518888
0.455224,0.700871
0.133287,0.596559
0.241231,0.817116
0.922500,0.688370
0.239804,0.219762
0.716066,0.451179
0.682080,0.886322
0.448006,0.545230
0.666580,0.758659
0.787176,0.181199
0.753440,0.634463
0.270655,0.862903
0.636083,0.931026
0.603430,0.682684
0.798972,0.546573
0.785741,0.536984
0.078863,0.509403
0.901239,0.036356
0.712937,0.419645
0.329254,0.426927
0.781736,0.218751
0.397520,0.771468
0.656594,0.026315
0.082319,0.454544
0.035123,0.780195
0.713360,0.011965
0.489062,0.074418
0.809861,0.642257
0.545978,0.053201
0.076492,0.350878
0.867802,0.423067
0.075901,0.216911
0.729884,0.498663
0.378850,0.095158
0.463446,0.089946
0.954141,0.374084
0.462462,0.385313
0.485742,0.373707
0.273756,0.612618
0.592414,0.499749
0.784191,0.595603
0.893855,0.857141
0.863328,0.453818
0.429812,0.357997
0.880661,0.371370
0.497506,0.148599
0.782372,0.242759
0.330935,0.251796
0.620726,0.652216
0.455505,0.964277
0.086423,0.592538
0.298298,0.556007
0.829622,0.308450
0.980001,0.588442
0.044601,0.560850
0.402720,0.453440
0.478412,0.703697
0.071620,0.640161
0.825509,0.585201
0.267763,0.352483
0.061713,0.294124
0.657323,0.711904
0.524492,0.269518
0.425047,0.655539
0.102374,0.865854
0.818987,0.293766
0.312976,0.288770
0.388136,0.987970
0.052909,0.543672
0.318063,0.680077
0.999522,0.522892
0.382164,0.357365
0.060246,0.417414
0.649186,0.648578
0.316178,0.145299
0.187980,0.853946
0.910553,0.702501
0.624932,0.273005
0.405100,0.762737
0.846306,0.062521
0.641223,0.870881
0.491424,0.084121
0.376821,0.884730
0.093701,0.220875
0.559594,0.368589
0.321559,0.791007
0.555608,0.319470
0.779015,0.099254
0.897239,0.493833
0.299840,0.038072
0.593112,0.704287
0.325835,0.291981
0.669473,0.164573
0.093549,0.528417
0.340561,0.252733
0.766535,0.317352
0.554721,0.661784
0.029175,0.349776
0.768350,0.523630
0.165211,0.435790
0.590351,0.838624
0.540742,0.313540
0.961109,0.503800
0.636071,0.786479
0.711874,0.597092
0.450408,0.121736
0.692266,0.074684
0.528898,0.123308
0.312696,0.232128
0.242284,0.322864
0.479139,0.101575
0.803016,0.315454
0.529873,0.205825
0.417202,0.031229
0.630750,0.561171
0.321219,0.905229
0.595264,0.343068
0.805728,0.903072
0.485616,0.422292
0.166802,0.516669
0.897780,0.887650
0.250453,0.338302
0.924264,0.701075
0.950291,0.705265
0.014633,0.113793
0.758662,0.965732
0.292387,0.894106
0.056970,0.713197
0.741681,0.924035
0.297286,0.062356
0.194039,0.090841
0.159962,0.065076
0.744391,0.657678
0.581434,0.469850
0.328618,0.419271
0.338696,0.233899
0.426175,0.299557
0.718019,0.976746
0.239846,0.633214
0.337683,0.728975
0.716497,0.291026
0.784186,0.160304
0.204184,0.637765
0.173759,0.342533
0.953446,0.896871
0.679807,0.553472
0.040556,0.935552
0.175123,0.374035
0.605198,0.071032
0.805754,0.608326
0.921269,0.448707
0.428260,0.855162
0.108772,0.880792
0.949671,0.962920
0.956182,0.144987
0.958256,0.935652
0.740814,0.713754
0.057318,0.203553
0.489707,0.885755
0.245633,0.686156
0.357998,0.417922
0.709898,0.411153
0.371717,0.088880
0.350832,0.743140
0.264122,0.607681
0.920590,0.367007
0.270704,0.178691
0.323451,0.502426
0.904322,0.842992
0.788952,0.537708
0.043511,0.141108
0.521985,0.215606
0.902747,0.261577
0.733693,0.972469
0.815458,0.217672
0.826626,0.780376
0.655251,0.582945
0.620213,0.866667
0.809739,0.189545
0.142086,0.422880
0.219539,0.312906
0.785832,0.230809
0.893137,0.491351
0.404025,0.933016
0.933044,0.920166
0.113388,0.507605
0.808473,0.972280
0.260858,0.435426
0.467178,0.645231
0.401543,0.787274
0.528475,0.141387
0.132354,0.162475
0.585474,0.976596
0.778910,0.465956
0.408384,0.520953
0.506383,0.287731
0.612664,0.211333
0.854419,0.469260
0.691084,0.749258
0.532707,0.561589
0.046890,0.484338
0.136032,0.289748
0.180637,0.652310
0.913131,0.584096
0.340733,0.856117
0.329456,0.435503
0.429861,0.212287
0.684500,0.863659
0.127269,0.008055
0.629196,0.487493
0.947522,0.608719
0.019631,0.876836
0.088532,0.643166
0.058521,0.461400
0.712478,0.845020
0.029262,0.935357
0.791222,0.151006
0.754494,0.574013
0.644897,0.545169
0.745501,0.583498
0.893785,0.815245
0.181857,0.371994
0.667172,0.177039
0.596558,0.335469
0.265879,0.851882
0.757426,0.264573
0.524131,0.922859
0.625027,0.081858
0.638615,0.561113
0.823951,0.536960
0.400709,0.412240
0.827167,0.533355
0.539740,0.240333
0.792266,0.965891
0.033315,0.792833
0.525113,0.265947
0.888125,0.226328
0.155252,0.369958
0.193522,0.206786
0.614285,0.767410
0.248308,0.245308
0.253855,0.150046
0.763051,0.828999
0.853748,0.061932
0.872700,0.129625
0.135823,0.878873
0.536577,0.818988
0.078066,0.755490
0.663799,0.082596
0.239019,0.157491
0.692127,0.345526
0.466693,0.370132
0.651633,0.935388
0.857650,0.316954
0.134112,0.103641
0.697817,0.302714
0.032668,0.303820
0.538932,0.722495
0.835454,0.331642
0.673258,0.892447
0.931861,0.330236
0.337523,0.746408
0.983374,0.563988
0.232138,0.436096
0.148114,0.441329
0.288431,0.977939
0.576813,0.454521
0.290887,0.943800
0.065472,0.796956
0.531333,0.696567
0.297014,0.195354
0.583937,0.137874
0.484350,0.661131
0.712400,0.237509
0.345697,0.606473
0.500360,0.832296
0.270487,0.290175
0.354849,0.674263
0.355593,0.602502
0.008258,0.827323
0.337278,0.649580
0.021989,0.342165
0.038560,0.435238
0.155168,0.735766
0.409543,0.697562
0.770998,0.298689
0.907603,0.205666
0.285103,0.787836
0.735270,0.212491
0.406125,0.351837
0.535623,0.324445
0.432219,0.836577
0.090045,0.113920
0.668269,0.726438
0.730930,0.699428
0.576741,0.242411
0.397788,0.132473
0.887471,0.783768
0.995989,0.158356
0.961178,0.797144
0.586015,0.571062
0.854009,0.313138
0.857594,0.554820
0.480771,0.250946
0.558371,0.331753
0.567035,0.451508
0.889943,0.515479
0.855629,0.376416
0.918582,0.219284
0.176476,0.812174
0.550655,0.780901
0.150204,0.671170
0.547243,0.687886
0.539716,0.346669
0.772833,0.314572
0.394061,0.793586
0.869833,0.220043
0.344144,0.081661
0.288538,0.931070
0.202507,0.121322
0.152648,0.353465
0.790795,0.953423
0.660520,0.119435
0.872426,0.090407
0.819123,0.055386
0.257410,0.490615
0.838288,0.241896
0.683445,0.187166
0.945492,0.260390
0.360289,0.118384
0.470690,0.456828
0.517884,0.899342
0.067785,0.253022
0.773379,0.794509
0.012403,0.615783
0.135141,0.287299
0.595801,0.061819
0.111140,0.178731
0.495741,0.824908
0.841482,0.431492
0.428930,0.390652
0.909056,0.621899
0.095453,0.242730
0.522993,0.560373
0.904031,0.725307
0.044182,0.348946
0.629576,0.152032
0.282793,0.749247
0.562214,0.884145
0.029289,0.678713
0.369922,0.360337
0.379017,0.130963
0.479890,0.436229
0.098316,0.818093
0.475166,0.740423
0.811817,0.378650
0.795177,0.638995
0.357657,0.651476
0.380255,0.265742
0.807181,0.661719
0.471321,0.298093
0.043272,0.424721
0.369497,0.411716
0.855445,0.124590
0.147666,0.565617
0.351450,0.453954
0.005352,0.490927
0.502555,0.902602
0.891096,0.304627
0.810587,0.938283
0.304264,0.705513
0.299285,0.289880
0.462728,0.560763
0.019100,0.528208
0.193715,0.544619
0.131136,0.427586
0.054232,0.714127
0.086655,0.270169
0.443557,0.810042
0.519878,0.247273
0.223835,0.646877
0.146734,0.919280
0.278241,0.829367
0.754823,0.048273
0.571678,0.378331
0.783863,0.373154
0.161301,0.740229
0.290425,0.020201
0.636300,0.849650
0.914284,0.051571
0.599059,0.274266
0.373764,0.462770
0.681112,0.214647
0.505875,0.190928
0.191187,0.513299
0.980125,0.638064
0.591038,0.542594
0.712503,0.553639
0.956539,0.474714
0.627729,0.485986
0.527405,0.210254
0.051409,0.405362
0.623344,0.630230
0.477707,0.284754
0.776395,0.850351
0.022907,0.256943
0.121759,0.824105
0.909717,0.513079
0.767570,0.577429
0.081154,0.385500
0.641765,0.403976
0.465218,0.597913
0.545233,0.351782
0.218442,0.391714
0.282357,0.685164
0.218569,0.923595
0.923103,0.359329
0.181008,0.581390
0.763030,0.458070
0.862406,0.555547
0.007368,0.401817
0.736190,0.158790
0.672557,0.514000
0.254606,0.155101
0.201052,0.828146
0.035568,0.972190
0.724396,0.229581
0.669950,0.572675
0.937478,0.709742
0.940096,0.785833
0.973250,0.271917
0.173112,0.930769
0.525623,0.523200
0.255206,0.994933
0.368378,0.681756
0.535658,0.500318
0.919415,0.899831
0.058986,0.345521
0.875262,0.511824
0.635940,0.699202
0.541455,0.882013
0.327887,0.166679
0.867312,0.542498
0.919605,0.847173
0.130463,0.699686
0.522238,0.387872
0.378318,0.179933
0.676719,0.482452
0.562860,0.361621
0.772154,0.533056
0.581168,0.866400
0.358280,0.254101
0.618418,0.093896
0.542432,0.855908
0.727218,0.117840
0.889369,0.337560
0.720705,0.770940
0.169826,0.353422
0.677666,0.961261
0.961829,0.678341
0.977956,0.988620
0.237280,0.846042
0.299542,0.687373
0.277203,0.380795
0.730414,0.805115
0.858900,0.342851
0.967461,0.373815
0.131913,0.791276
0.629398,0.381236
0.899058,0.160891
0.720941,0.673810
0.326890,0.953728
0.191755,0.368766
0.333314,0.367601
0.448537,0.867674
0.918902,0.664349
0.692477,0.449731
0.627653,0.593328
0.883545,0.557406
0.066333,0.872720
0.228540,0.304277
0.947153,0.913434
0.652228,0.335129
0.728166,0.809757
0.049647,0.411211
0.575055,0.418575
0.892196,0.445339
0.883441,0.609427
0.833183,0.797968
0.154156,0.694335
0.071221,0.011839
0.561386,0.135859
0.210397,0.881367
0.918583,0.390379
0.478620,0.925338
0.673982,0.372446
0.705070,0.879632
0.196017,0.658981
0.333030,0.565456
0.778370,0.757077
0.896312,0.742548
0.600605,0.301930
0.725133,0.586296
0.809291,0.273366
0.151592,0.784434
0.380488,0.253020
0.300788,0.357086
0.188201,0.424604
0.782034,0.381058
0.728504,0.454174
0.242575,0.163100
0.164647,0.171386
0.040454,0.128873
0.038132,0.261878
0.125741,0.224395
0.181109,0.665937
0.951917,0.620040
0.345523,0.749560
0.269089,0.686445
0.076793,0.113788
0.158469,0.700487
0.435021,0.630589
0.143627,0.831460
0.901747,0.812566
0.364509,0.515115
0.382568,0.815653
0.249561,0.727431
0.309191,0.445556
0.049113,0.658926
0.723645,0.926937
0.231812,0.426544
0.499561,0.834792
0.160109,0.780373
0.726707,0.259472
0.097877,0.802930
0.020865,0.869015
0.314513,0.250113
0.028232,0.733023
0.809654,0.660227
0.828628,0.156675
0.169115,0.317611
0.400571,0.627082
0.391156,0.378583
0.081128,0.623336
0.898156,0.282801
0.550751,0.212512
0.274261,0.980114
0.691407,0.056127
0.069418,0.141969
0.231164,0.131968
0.172780,0.340546
0.547573,0.860638
0.551953,0.539949
0.479703,0.903260
0.360192,0.788642
0.808223,0.256133
0.120972,0.541847
0.113547,0.892983
0.290063,0.214712
0.170720,0.619437
0.573075,0.932107
0.798627,0.482777
0.422333,0.785866
0.258125,0.693802
0.319013,0.468454
0.750951,0.759627
0.020248,0.498806
0.963139,0.849239
0.232545,0.417403
0.605993,0.093070
0.088379,0.776934
0.651994,0.853681
0.484510,0.206376
0.682551,0.355558
0.909184,0.932350
0.560595,0.036865
0.309391,0.960778
0.903792,0.282826
0.212768,0.613865
0.122004,0.854558
0.360041,0.322522
0.692366,0.217089
0.646855,0.583681
0.120043,0.925395
0.432151,0.801457
0.726903,0.663278
0.863827,0.378828
0.200781,0.056696
0.087071,0.662399
0.427460,0.923711
0.139829,0.406150
0.043886,0.724946
0.835452,0.283937
0.891746,0.688599
0.345051,0.042388
0.848685,0.563137
0.659732,0.640288
0.927615,0.108247
0.587486,0.823798
0.373082,0.893084
0.549209,0.811735
0.481373,0.789104
0.181503,0.059040
0.544527,0.357843
0.282082,0.540963
0.909526,0.106473
0.274308,0.705892
0.570575,0.400473
0.288500,0.666000
0.359646,0.682528
0.973871,0.427990
0.311601,0.014599
0.342734,0.936233
0.975120,0.437697
0.805967,0.685586
0.600114,0.161742
0.543532,0.428090
0.348158,0.708827
0.759182,0.814085
0.531606,0.367035
0.882416,0.960118
0.695252,0.741780
0.052090,0.937564
0.395378,0.758769
0.429716,0.785337
0.303184,0.416937
0.754339,0.441063
0.144117,0.504729
0.733391,0.362711
0.379472,0.817328
0.956425,0.298709
0.223025,0.414211
0.921930,0.464592
0.118022,0.559662
0.256324,0.977412
0.508342,0.740725
0.314578,0.267643
0.544125,0.266487
0.793699,0.913258
0.006059,0.918804
0.511266,0.205052
0.455816,0.353336
0.867562,0.949018
0.293522,0.780192
0.887967,0.618893
0.655364,0.627567
0.981607,0.910214
0.087581,0.740217
0.779878,0.448778
0.064067,0.525684
0.390974,0.347115
0.017578,0.798904
0.365864,0.825568
0.573009,0.491255
0.227732,0.778247
0.674246,0.138296
0.239598,0.927653
0.686244,0.857310
0.909154,0.744696
0.238560,0.286602
0.360459,0.110223
0.632036,0.775403
0.369861,0.700121
0.477114,0.039979
0.028013,0.922331
0.915762,0.647516
0.586490,0.394035
0.284934,0.444558
0.264198,0.914399
0.362130,0.674260
0.573665,0.538333
0.806992,0.304563
0.638202,0.381309
0.544641,0.576955
0.981838,0.032547
0.170605,0.723463
0.202518,0.749758
0.093323,0.771720
0.132121,0.472083
0.308697,0.709563
0.195948,0.446112
0.076619,0.534370
0.742278,0.144844
0.172504,0.119411
0.961686,0.174670
0.171654,0.842569
0.637578,0.366817
0.156126,0.457172
0.639000,0.606897
0.117001,0.664954
0.778626,0.512683
0.842328,0.135003
0.034775,0.847887
0.906884,0.096802
0.820308,0.866398
0.965570,0.148468
0.548502,0.190620
0.233923,0.894266
0.936431,0.221413
0.923402,0.063700
0.697216,0.636102
0.637627,0.169149
0.735648,0.031001
0.654875,0.115486
0.274401,0.053716
0.434193,0.212540
0.484742,0.379755
0.026511,0.778454
0.911911,0.322554
0.627922,0.873983
0.522236,0.685825
0.282196,0.904485
0.022284,0.782730
0.821562,0.319824
0.910428,0.120958
0.095819,0.870601
0.411978,0.929157
0.035719,0.472560
0.620663,0.039174
0.358500,0.927560
0.411003,0.650015
0.209366,0.498244
0.625626,0.239016
0.954059,0.181737
0.515325,0.361337
0.094546,0.538689
0.677620,0.917914
0.646395,0.641893
0.057757,0.139928
0.539483,0.772012
0.381585,0.924799
0.267730,0.852796
0.348080,0.041741
0.921111,0.153157
0.512955,0.936122
0.048191,0.970080
0.816505,0.523217
0.226690,0.197341
0.449957,0.168347
0.584088,0.167982
0.596511,0.232391
0.710530,0.285049
0.838981,0.890200
0.878262,0.711712
0.657232,0.236115
0.760148,0.535496
0.356248,0.310502
0.864031,0.402227
0.362193,0.751132
0.568460,0.877819
0.797072,0.619984
0.216749,0.696106
0.249462,0.948628
0.305453,0.919474
0.613928,0.919349
0.444710,0.265877
0.365553,0.551298
0.489243,0.644722
0.915166,0.171372
0.422800,0.720821
0.325879,0.363728
0.263471,0.643447
0.245888,0.392748
0.273801,0.706716
0.827204,0.869783
0.582533,0.957739
0.057835,0.107150
0.235777,0.786718
0.924859,0.864126
0.830130,0.510775
0.261641,0.553018
0.567147,0.202437
0.405312,0.599651
0.817751,0.545761
0.613862,0.507771
0.043228,0.722025
0.921741,0.830408
0.300904,0.517223
0.587722,0.025501
0.182758,0.249431
0.514691,0.269280
0.204206,0.315772
0.725995,0.463222
